Name,Address,City,lng,lat,Phone,Website,Introduction,Open_Time,Rating,Suggested_Duration,lng.1,lat.1
盆景园Bonsai Garden,瘦西湖景区,Yangzhou,119.423195,32.402976,87345247,,扬州盆景园位于瘦西湖公园的南边，主要包括四个景区：“卷石洞天”、“西园曲水”、“虹桥修禊”及“绿杨城郭”。公园作为扬派盆景研究发展基地，曾一度命名为“扬州中国盆景博物馆（西馆）”。,全年 全天开放,4.2,建议游览时间：1小时 - 2小时,119.423195,32.402976
普哈丁园Puhading Garden,扬州市广陵区文昌中路167号,Yangzhou,119.449061,32.396806,0514-87222241,,普哈丁园位于扬州古运河的东岸，在南宋时，相传是普哈丁来扬州时，主持修建了仙鹤寺，死后安葬于普哈丁园。墓园从另一个侧面反映出扬州过去的繁华，其中式与伊斯兰式建筑合璧的风格很有特色。普哈丁园俗称巴巴窑（巴巴是对有德望的穆斯林的尊称），又称回回堂。在古代，运河沟通了扬州与世界，不仅吸引了中国商贾，也吸引了往来的外国人，阿拉伯人普哈丁也是其中之一，普哈丁死后，按照他的要求，将墓园的大门面朝西方。如今的墓园里游人很少，树木很多，显得很幽静。墓地内有普哈丁墓及其他阿拉伯人的墓碑；园林里有中式的亭台楼阁，但门窗上或者有伊斯兰花纹，或者外形像伊斯兰洋葱头屋顶。此外，墓园里还保存了一些我国元代遗留下来的阿拉伯文墓碑。,全年 9:00-17:00,4.4,建议游览时间：1小时,119.449061,32.396806
绿杨旅社,广陵区新胜街23号近国庆路,Yangzhou,119.434666,32.391314,0514-87341590,,绿杨旅社取名于清代诗人王渔洋《浣溪沙·虹桥怀古》“绿杨城郭是扬州”著名诗句。此句生动形象地描写了扬州美景，因此常被文人墨客所引用，甚至“绿杨”成了扬州的代名词。著名文学家郁达夫来扬州游览，曾住在绿杨旅社。他有一篇《扬州旧梦寄语堂》的游记，发表在1935年的《人间世》上，记述了当年秋天游览扬州，下榻新开张的绿杨旅社的情景。。建国不久，著名京剧表演艺术家尚小云及其子尚长云、肖长麟来扬，在大舞台演出《墨黛》、《汉明妃》，还有京剧四大名旦之一的...绿杨旅社取名于清代诗人王渔洋《浣溪沙·虹桥怀古》“绿杨城郭是扬州”著名诗句。此句生动形象地描写了扬州美景，因此常被文人墨客所引用，甚至“绿杨”成了扬州的代名词。著名文学家郁达夫来扬州游览，曾住在绿杨旅社。他有一篇《扬州旧梦寄语堂》的游记，发表在1935年的《人间世》上，记述了当年秋天游览扬州，下榻新开张的绿杨旅社的情景。。建国不久，著名京剧表演艺术家尚小云及其子尚长云、肖长麟来扬，在大舞台演出《墨黛》、《汉明妃》，还有京剧四大名旦之一的荀慧生来扬，在大会堂演出《红娘》、《金玉奴》，也都住在绿杨旅社。,全天开放,3.0,,119.434666,32.391314
小金山Xiaojin Mountain,扬州市邗江区大虹桥路28号瘦西湖风景区内,Yangzhou,119.420236,32.410013,0514-87357803,,小金山是瘦西湖中大的岛屿，也是湖上建筑密集的地方。风亭、吹台、琴室、木樨书屋、棋室、月观，全都集中在这里。小金山内有个钟乳石，是宋徽宗建造万寿山盆景的遗物，当时正遇见方腊农民起义，把万寿山的原料给抢去了不少，也就是花石纲的一部分，这块钟乳石遗留在了扬州，因为神似宝船，所以算得上一块名石哦。,具体开放时间请咨询景区,4.4,建议游览时间：0.3小时 - 0.7小时,119.420236,32.410013
瓜洲古渡Guazhou Gudu Scenic Area,扬州市邗江区瓜州镇东风路西150米,Yangzhou,119.386059,32.252519,0514-87505608,,“泗水流，汴水流，流到瓜洲古渡头”。这里曾经是唐代高僧鉴真起航东渡日本的地方；宋代王安石《泊船瓜洲》诗“京口瓜洲一水间，钟山只隔数重山 ”，也曾停靠这里；就连民间传说杜十娘怒沉百宝箱的故事也发生在这里。扬州处在长江与京杭大运河的交叉口，瓜州古渡自古就是连接南北交通的要道，康乾二帝及历代诗人墨客途经瓜洲，都会留下许多哙炙人口的诗篇。所以瓜州古渡不但是处优美的江河渡口，还是无数历史传说的发生地。古渡公园如今有古渡遗址、御碑亭、沉箱亭等原建名胜，还先后兴建了银岭塔、锦春园、映影池、园中园、“瓜洲古渡”碑、牌楼、观潮亭、游泳池等景点，并投资扩建了古渡宾馆、南苑餐厅等旅游服务设施，现已成为集历史遗迹凭吊与现代人文景观欣赏于一体的休闲、旅游、娱乐中心。  ,全年 全天开放,3.7,建议游览时间：1小时 - 2小时,119.386059,32.252519
高旻寺Gaominsi,扬州市邗江区高旻寺路东端,Yangzhou,119.41207,32.326512,0514-87511398,,高旻寺位于扬州南郊的古运河与仪扬河交汇处，与镇江金山寺、常州天宁寺、宁波天童寺合称为我国佛教禅宗的四大丛林，康熙、乾隆来扬州时都曾把这里当作行宫。高旻寺的建筑高敞气派，但位置偏远，游客不多，显得很清静。高旻寺的山门嵌有康熙手书“敕建高旻寺”，汉白玉石额。现存建筑有老禅堂、念佛堂、藏经楼、玉佛堂、西楼、水架凉亭和寮房等，新建的禅堂和大雄宝殿都十分宏伟，不过原先的古老建筑成了僧人们的住处，游客不得入内。寺内的天中塔高9层，在很远就能看到，相传康熙四十二年（公元1703年），康熙第四次南巡扬州时，曾登临塔上，观望四周，有高入天际之感，于是把寺庙命名为“高旻寺”。,全年 8:00-18:30,4.6,建议游览时间：1小时 - 2小时,119.41207,32.326512
凤凰岛生态旅游区Fenghuang Island Eco-tourism Zone,扬州市生态科技新城凤凰岛路88号,Yangzhou,119.494064,32.497463,"0514-87284448, 0514-80382860",http://www.yzfhd.cn/,凤凰岛生态旅游区位于扬州的东北郊，是伸入京杭大运河的半岛，葱郁的植被和大片湿地吸引了白鹭等野生动物，环境很好。这里很适合带孩子来郊游，可以沿运河散步吹风、烧烤野餐、玩玩游乐设施、看看景区放养的孔雀。岛内景点有：利用湖面放养野鸭、天鹅等多种水禽的“水禽园”；野生植物浓密、曲径幽深、香林花雨的“林中栈道”；古老格调、游玩行走的“跨河索桥”；登高观鸟、极目天舒的“观鸟平台”；闲情雅致、修身养性的“垂钓中心”；此外，还有“金湾大坝”、“放鸽广场”、“缤纷雕塑”、《还珠格格Ⅲ》外景基地等错落分散的大小景点。这里设有众多需要付费的游乐项目。游客可在跑马场、水上摩托艇、快艇、双人动力伞等项目上尽情欢乐；瓷艺坊、农艺坊、钓鱼台可让游客亲自参与体验。,8:30-17:00,4.0,建议游览时间：12小时,119.494064,32.497463
花局里Huajuli Commercial Street,扬州个园附近花局里,Yangzhou,119.438409,32.402042,0514-87365553,,花局里，毗邻扬州个园，扬州城市旅游新打造的综合性休闲旅游商业街区，集美食、购物、演艺为一体，店铺林立、古色古香，将重现汉唐盛世、明清华彩，乃扬州市政府倾力打造的“老扬州，新名胜”。,全天开放,5.0,,119.438409,32.402042
滨江公园Binjiang Park,扬州市仪征市长江堤边,Yangzhou,119.794367,32.212251,,,仪征是一座历史悠久、人文荟萃的城市。仪征市区南濒长江，曾经作为淮盐中转的重要港口，与漕运相始终，成就了仪征历史的辉煌。现在的仪征，城区已与江岸相依，沿江兴建了滨江广场、滨江公园，成了市民及外地游客休憩的好地方。夏天的夜晚，市民来到滨江公园，人行道上密集着不少卡拉OK摊点，很多人在放声高歌，很是热闹。人们喜欢傍晚在江边看日落，在点点星空下感受江边的凉风，在昏黄的路灯下聆听身后树上的鸟鸣，听远处江上的汽笛，看江上移动的轮船，诉说生活中的趣事。这是市民走出户外、亲近自然的一种方式。,全年 全天开放,4.2,建议游览时间：0.3小时 - 0.5小时,119.794367,32.212251
荷花池公园Hehuachi Park,扬州市广陵区大学南路105号,Yangzhou,119.423473,32.385096,"0514-87883790, 0514-87331949",,公园在荷花池之北，呈半鸟形，绿树成荫。已建古典式砖木厅房、风景各一座。厅房三楹，三面回廊，飞檐翘角；六角风亭居西北高阜，檐下六面饰精雕花板。园内有花房，栽百余种花木，四季花香，春有茶花、春兰、茉莉；夏有仙人昙花、睡莲、六月雪、夹竹桃；秋有桂花、菊花、石蒜、一串红；冬有腊梅、天竹等。四季常绿的有铁树、五针松、南洋杉、黾背竹等 。园内陈列大量盆景，树种有黄杨、雀梅、榆桩、罗汉松、刺柏等 。花房内置小型湖石假山，旁有水池，假山有滴泉。公园池面放养鱼苗，池南辟作苗圃。在三四月份的时候，园内满是桃花，荷花池公园地图姹紫嫣红的。而扬州烟花三月节时，观赏烟花的一个点就是这个园。 ,全年 全天开放,4.5,建议游览时间：1小时 - 2小时,119.423473,32.385096
四望亭Si Wang Pavilion,扬州市广陵区四望亭路7号,Yangzhou,119.427976,32.399517,0514-87329229,,四望亭是扬州市中心的地标之一，位于马路中央，文昌阁以北350米处，周边吃喝玩乐俱全。四望亭八面三层，与文昌阁用白粉刷墙不同，它的墙用青砖砌成。该建筑在大多数夜晚都不会亮灯。四望亭始建于明嘉靖三十八年（公元1559年），原是江都县学的组成部分，后来作为太平天国军的哨塔，见证过太平军与清军交战的惨烈场面。四望亭一层在四个方向上都开有门洞，但如今四扇门洞都被栅栏封上，不能入内参观。从四望亭到文昌阁这一带的周边有许多商场、餐馆，交通四通八达。四望亭所在的四望亭路本身就是商业街、美食街，往西走250米是淮海路美食街；往东走800米是扬州特色小吃、旅游纪念品汇聚的东关街历史街区；往北走500米可到冶春园的冶春茶社吃早茶，冶春园与瘦西湖仅相距400米。由于四望亭不像文昌阁那样在主街道的十字路口，大多数晚上又不开灯，所以名气稍逊于文昌阁。,全年 全天开放,4.3,建议游览时间：0.5小时,119.427976,32.399517
扬州西郊森林公园Yangzhou Xijiao Forest Park,扬州市仪征市刘集镇境内,Yangzhou,119.235378,32.417486,0514-83831004,,在扬州西郊有一座森林公园，公园内有座白羊山。仪征市利用白羊山固有的地形地貌、自然植被，结合未来的绿化营建与规划更改，将其建成一座集休闲观光、游乐健身、生态、科普教育、宗教文化于一体的综合性森林公园。整个公园在功能结构上划分为四大不同区域，分别为中部森林休闲区，东北部的游乐活动区，西南部的狩猎区以及东南部的生态保护区。白龙庙位于扬州市西郊森林公园内（仪征市刘集镇白羊山），始建于唐宣宗年间。原庙宇在上世纪文革破“四旧”中被拆毁，1984年，文忍法师四方化缘重建，占地30余亩，现已建成大殿，东、西配殿，寮房等。,全年 08:00-17:00,4.5,建议游览时间：2小时 - 3小时,119.235378,32.417486
扬州革命烈士陵园Yangzhou Revolutionary Martyrs Cemetery,平山堂东路16号,Yangzhou,119.40957,32.423336,"0514-87340703, 0514-87345878",,扬州革命烈士陵园始建于1954年，扩建于1997年，改建于2005年，是爱国主义教育基地、学校德育教育基地、青少年校外活动示范基地和市文明单位。扬州革命烈士陵园坐落于市北郊文明风景区蜀岗瘦西湖的万松岭，占地面积80亩，园内建有入口牌楼、凭吊广场、烈士诗抄碑、烈士纪念碑、烈士墓区、烈士事迹陈列馆等纪念建筑物。烈士陵园入口牌楼古朴典雅，上面镌刻着“扬州革命烈士陵园”八个金光闪闪的大字。集散广场两侧建有六座碑壁，上面镌刻着全国有名烈士的诗抄。凭吊广场占地面积5000平方米，可一次容纳5000人祭扫。广场两侧嵌卧着八个直径为4.5米的石雕花圈。烈士纪念碑呈现雄伟庄严的风格。纪念碑阳面镌刻“为国牺牲永垂不朽”道劲有力的手迹。阴面镌刻撰写的碑文。烈士墓区位于纪念碑北侧，嫣红色花岗岩墓碑沿坡安放，静卧在浓郁的草地中，表达烈士生命不灭，与大地共存的意境。革命烈士事迹陈列馆建筑面积2500平方米，馆内陈列展示了全国知名烈士和扬州各个革命时期200多名烈士的生平事迹和斗争史料。,全年 10:00-20:00,4.5,建议游览时间：1小时,119.40957,32.423336
马可·波罗纪念馆Marco Polo Memorial Hall,扬州市广陵区泰州路102号,Yangzhou,119.4469,32.400409,"0514-87366222, 0514-87346618",,马可波罗（1254-1324）意大利人，国际旅行家。受到元世祖忽必烈的礼遇和重用，先后代表元政府出使过波斯、印度、安南等地，并在扬州任官三年（1282-1284）。马可波罗纪念馆位于天宁寺内，天宁寺是扬州很早的佛教名刹，极盛时期不仅是康熙和乾隆南巡时的行宫所在，而且是曹寅受命设局刊刻《全唐诗》，纂修《佩文韵府》的场所，与曹雪芹的家事有紧密联系，成为国内外红学家所瞩目的重要遗迹。现在辟有马可波罗馆，纪念这位古代来自威尼斯的友好使者。纪念馆陈展面积500余平方米，紧扣“马可波罗来中国扬州”这一主题，分为“远涉东方”、“中国见闻”、“为官扬州”、“旷世奇书”、“身后世界”五个单元，利用造型造景、多媒体等展示手段，直观的再现《马可波罗行纪》中描述的内容，全面系统地介绍马可波罗的传奇经历和深远影响。 ,9:00-17:00(16:00后禁止入场），每周一闭馆。,4.5,建议游览时间：1小时 - 2小时,119.4469,32.400409
仙鹤寺Crane Temple,南门街111号,Yangzhou,119.428132,32.391825,,,扬州仙鹤寺形如仙鹤，并且保存完整，是中阿建筑风格的巧妙揉合。仙鹤寺创建于宋德佑元年（1275），至今仍存有宋、元、明、清四代伊斯兰教文化遗迹。在兴建寺庙时，普哈丁按照鹤的形体从“嘴”到“尾”进行布局。大门对面原有照壁墙为“鹤嘴”（1958年拆毁）；寺门是翘角牌楼，犹如鹤首昂起；从寺门至大殿，是一条狭长弯曲的甬道，形似鹤颈；大殿相当于鹤身。大殿南北两侧有飞檐起翘的半亭，如同鹤翼（南侧半亭即望月亭，北侧半亭已圮）；大殿后左右两侧庭院，有古柏两株，谓之鹤足。殿后原临河，遍植竹篁，形如鹤尾（填汶河筑路后竹篁不存）；大殿前左右两侧各有水井一眼视为鹤目。仙鹤寺前部的朱红横匾上刻着金色的阿拉伯文——太斯米（大慈大悲），后殿正中窑门的横匾上刻着一百个圆圈，每个圆圈内都刻着描金的阿拉伯文。,全年 全天开放,4.5,建议游览时间：0.5小时,119.428132,32.391825
文峰塔Wenfeng Tower,扬州市广陵区宝塔路16号,Yangzhou,119.427573,32.373708,0514-87826797,,文峰塔位于城南古运河畔。始建于明代万历十年（1582年），砖砌塔身，高40米，塔下运河是鉴真东渡解缆入江之地。登顶可南望大江，北眺蜀冈，绿杨城廊尽收眼底。文峰塔是进出扬州所见的标塔，为楼阁式塔，八面七层，砖木混合式结构。,全年 全天开放,4.2,建议游览时间：1小时,119.427573,32.373708
平山堂Pingshan Hall,扬州市西北郊蜀冈中峰大明寺内,Yangzhou,119.407016,32.421564,0514-87331089,,平山堂位于扬州市西北郊蜀冈中峰大明寺内。始建于庆历8年(1048年)，当时任扬州知府的欧阳修极欣赏这里的清幽古朴，便于此筑堂。坐此堂上，江南诸山，历历在目，似与堂平，平山堂因此而得名。平山堂是供士大夫、文人吟诗作赋的场所。2017年3月，扬州市委、市政府、市纪委以及蜀冈-瘦西湖风景区党工委决定在此建设“平山堂廉政教育基地”。2017年11月，平山堂被江苏省纪委授予“江苏省廉政教育基地”。2017年12月9日建成对外开放。,全年 7:30-17:15,4.4,建议游览时间：1小时 - 2小时,119.407016,32.421564
高邮东湖,中国江苏扬州,Yangzhou,119.464598,32.894072,,,江苏东湖湿地公园坐落在高邮市马棚镇。马棚因古驿道上奔驰的驿马在此换骑而得名。这里碧堤杨柳风，深丛黄莺鸣，湖上绿烟浓，是水乡风景胜地。东湖规划占地面积7800亩，目前已正式对外开放的核心景区水上森林区达1200亩。东湖风格独特，名闻遐迩，置身其间，可以领略湿地风光，体验生态野趣，观赏野鸭放飞，零距离地感受人与自然的亲密和谐。,周一至周日 全天,5.0,建议游览时间：1小时 - 2小时,119.464598,32.894072
足春堂,邗江区文昌西路316号来鹤台广场近金陵大饭店,Yangzhou,119.387064,32.393881,0514-85869586,,,12点-24点,--,,119.387064,32.393881
盂城驿Yuchengyi Museum,扬州市高邮市南门外馆驿巷13号,Yangzhou,119.433667,32.772758,0514-84611979,http://www.gyycy.cn/,盂城驿历史悠久，早在秦王嬴政二十四年（公元前223年）就在此筑高台，设邮亭，将此地命名为高邮，全国两千多个县市中把自己的名字与邮传联系在一起的唯其高邮。现存的盂城驿始建于明洪武八年（1375年），是目前全国规模较大、保存较完好的古代驿站，如今开辟为邮驿博物馆。盂城是高邮的别称，取宋代高邮籍词人秦少游“吾乡如覆盂，地处扬楚脊”诗句而名。,8:15-17:30,4.5,建议游览时间：1小时,119.433667,32.772758
许晓轩故居Xuxiaoxuan Former Residence,扬州市江都区仙女镇解放路一人巷4号,Yangzhou,119.555486,32.432917,0514-86550963,,许晓轩故居位于江都市区，1997年9月正式对外开放。故居是前后三进四厢的民宅，青砖小瓦，古朴庄重。许晓轩烈士生平事迹展陈列于故居六间房间中，沿墙布展，由100多幅珍贵照片，烈士的10多件遗物以及一组群雕组成，分为“少年时代”、“参加革命”、“狱中斗争”、“英勇献身”、“光耀千秋”五部分，生动形象地再现了烈士光辉而短暂的一生。,"全年 周一-周五 9:00-11:00,14:00-17:00",4.2,建议游览时间：0.5小时 - 1小时,119.555486,32.432917
龙虬庄文化遗址Longqiuzhuang Culture Ruins,扬州市高邮市龙虬镇北首,Yangzhou,119.507924,32.831827,84477019,,龙虬庄遗址位于江苏省高邮市龙虬镇北首，总面积4万多平方米，距今7000=5000年。 该遗址发现于70年代，90年代曾先后进行过四次科学发掘，发掘面积1335平方米，清理墓葬402座，出土陶器、骨角器、玉石器等各类文化遗物2000余件，其中有生产工具、生活用品和原始艺术品，较为珍贵的是在遗址地层中出土了大量的碳化稻米和古文字陶片，它对于研究稻作农业的起源和我国文字的产生均具有重要的意义。遗址的发掘证实在距今7000-5000年之间，位于江淮东部地区的龙虬庄存在着一支文化面貌独特，文化特性稳定，发展序列完整的原始文化--龙虬庄文化。它的发现有力地证明了长江流域和黄河流域一样都是中华民族古文化的摇篮。1993年该遗址的发掘被评为全国十大考古新发现。,全年 8:00-18:00,4.6,建议游览时间：1小时 - 2小时,119.507924,32.831827
文游台Wenyu Tai (Wenyu Platform),扬州市高邮市人民路507号,Yangzhou,119.442073,32.796453,"0514-84685320, 0514-85266888",,文游台始建于北宋太平兴国年间（976年），是在东山顶端的高台建筑，登高四望，能饱览四周美景。文游台四壁有名家书法，具有较高的艺术价值。西侧为明代建造的四贤祠，东西两侧博物馆，为了解高邮的历史文化提供了一个窗口。它和城西的镇国寺塔，城东的查楼、净土寺塔，遥相对应，构成了一组古朴而美丽的三角立体轮廓。,8:30-17:30,4.4,建议游览时间：1.5小时,119.442073,32.796453
铜山森林公园Tong Mountain Forest Park,铜山办事处铜山卫生院东侧500米,Yangzhou,119.106962,32.349209,0514-83678386,,扬州铜山森林公园位于江苏扬州市，主峰海拔149.5米，是扬州较高的山，森林茂密，环境优美。山上有准提寺、天池、仙人洞、吴王铸钱遗地等历史文化景观。山下有鸵鸟园、孔雀园和植物迷宫等景点。,全年 8:00-18:30,3.8,建议游览时间：2小时 - 3小时,119.106962,32.349209
准提寺Zhunti Temple,盐阜东路61号,Yangzhou,119.440572,32.402325,87314938,,,全年 全天开放,4.3,建议游览时间：2小时 - 3小时,119.440572,32.402325
静香书屋Jingxiang Study,扬州市邗江区大虹桥路28号瘦西湖景区内,Yangzhou,119.411298,32.411758,0514-87357803,http://www.shouxihu.com/,走进院门，见书屋前有荷塘一方，一艘石舫半入水中，画舫仅半舫，小亭为半亭，而月洞口的美人靠亦为一半，这种别致的设计，显得个性十足。静香书屋为纪念扬州八怪之一的金农而建。檐下“静香书屋”四字集自金农字，其特点是体形瘦长，横粗竖细，撇钩飘逸。墨色乌黑，犹如漆成，故称漆书。正门两侧的对联则为郑板桥所书：飞塔云霄半；书斋竹树中。放眼向北遥望，有雄踞蜀冈的栖灵塔巍巍矗立；回顾书屋近处，亭屋之间修竹、高树掩映生姿。“飞塔”，展现了动感，“云霄半”，夸飞塔之高；“书斋”呈现出静谧，“竹树中”，显书斋之雅。,7:30-17:30（冬季有时会提早少许时间关闭）,4.3,建议游览时间：0.2小时 - 0.3小时,119.411298,32.411758
御码头,广陵区淮海路189号,Yangzhou,119.431809,32.402507,0514-87351000,,康熙帝五次南巡，每次都在扬州天宁寺西园的行宫内居住，寺下是他上下龙舟的码头。天宁寺为扬州名刹，始建于晋代。康熙帝五次南巡，每次都在天宁寺西园的行宫内居住，寺下是他上下龙舟的码头。而曹雪芹的祖父曹寅曾在此四次接驾。曹寅也曾在西园奉命刊刻《全唐诗》。御码头修得如此壮观是在乾隆年间。而不知当时曹大人是否有个外孙女就是从此码头乘船离开扬州进京的。,08:00-20:00,--,,119.431809,32.402507
崔致远纪念馆Cuizhiyuan Memorial Hall,扬州市邗江区平山堂东路20号,Yangzhou,119.413528,32.423176,0514-87340843,,崔致远纪念馆主要由纪念堂、展厅和研究中心三部分组成。纪念堂内立崔致远塑像，并展示历史上崔致远在扬州的有关活动场景和他的著作《桂苑笔耕集》及唐代扬州城模型等。展厅主要展示崔致远在扬州供职、笔耕、交流等历史资料。研究中心主要用于征集、收藏、展示各国专家学者研究崔致远的成果、论著、史料和文物。,全年 8:30-17:00,4.5,建议游览时间：0.5小时 - 1小时,119.413528,32.423176
龙川广场Longchuan Square,仙女镇龙城路89号,Yangzhou,119.560815,32.421405,,,龙川广场坐落于江苏 扬州市江都城区中心西南角，是引江风景区的重要组成部分。这座全省一流的“城市客厅”，总面积10万平方米，在功能区域划分的基础上，整体与局部都体现了“龙川文化”的精髓，聚合“龙之魂”、“川之韵”的丰富内涵，融入现代化表现手法，展示了人与自然和谐统一，巧妙揭示了“龙”、“水”、“绿”的主题。下沉式广场北首主入口处有一块天然卧石，上刻有中国书法家协会主席沈鹏题写的“龙川广场”四字，水由石下涌出，沿“龙川”逐层跌落，注入广场中心的“龙池”。,全年 全天开放,4.6,建议游览时间：0.5小时 - 1小时,119.560815,32.421405
鼋头渚The Turtle Head Park,无锡市鼋渚路1号,Wuxi,120.231043,31.521515,0510-96889688,http://www.ytz.com.cn/,鼋头渚是太湖北部的一处半岛，形似浮鼋翘首而得名。在这里你可以游览庞大的园林群，坐船感受太湖的烟波浩渺，登太湖仙岛一探秘境，也可以在春日来此品赏樱花，体会“太湖佳绝处、毕竟鼋头渚”的意境。每年春季樱花齐放是这里的一大奇观，更有热闹的樱花节。鼋头渚三面环水，既有山长水阔、帆影点点的自然美景，又有小桥流水的山乡田园风光，是太湖山水景色大美之处。太湖仙岛是鼋头渚必游之处，岛上有道教仙宫和道、佛两教石窟塑像。登临半岛上的鹿顶山可环顾湖滨翠色，天气晴好时能看到湖面上的翩翩舟影，感受到太湖的浩淼之美。鼋头渚作为赏樱之地，其独特之处，一是“水陆空”全景式赏樱。二是可以在夜晚赏樱，樱花与灯光结合，美不胜收。鼋头渚的早樱一般于3月上旬开花，多为单瓣或半重瓣。依樱花的开花时序，将其分为早、晚樱，早开樱花的类别多，花期（从初开、盛开到花落）一周时间，晚樱花期可有7-10天，受升温速度影响，早晚花期有5-12天的间隔，期间是一些杂交品种樱花开放。一般3月中下旬的时候染井吉野樱进入盛花期，也就是最佳观赏期了。具体哪段时间进入盛花期需要看当时的天气，如果有冷空气的话，可能就会推迟盛花期。鼋头渚还有诸多古迹和旧时的名流显贵所建的私家园林，比如包含了“太湖佳绝处”门楼和长春桥的横云山庄、无锡古老的寺院广福寺等。而细细品味随处可见的历代名人雅士游踪、石刻、书画等遗存，也是游鼋头渚的一大乐趣。另外，若有时间还可去万浪桥看看，这里是观赏太湖落日的好地方。鼋头渚的充山大门（正大门，景区东南部）可进可出，犊山大门（景区北部）只出不进，整个景区主要由鼋头渚半岛、太湖仙岛、中犊山组成。所有景点游览下来，大约需要一整天。对于大多数游客，一般推荐精华游法：游船码头-太湖仙岛-太湖佳绝处-横云山庄-鼋渚春涛-广福寺-鹿顶山。,1/1-3/12 周一-周五 08:00-16:00;1/1-3/12 周六-周日 08:00-16:30;3/13-12/31 周一-周五 08:00-16:30;3/13-12/31 周六-周日 08:00-17:00;3/19-3/28 17:00-21:00;4/1-4/5 周六-周日 06:30-17:00;4/1-4/5 周一-周五 06:30-16:30,4.5,建议游览时间：12小时 - 3天,120.231043,31.521515
"拈花湾Lingshan Town, Nianhua Bay",无锡市滨湖区马山环山西路68号,Wuxi,120.072047,31.421862,4001287777,http://www.nianhuawan.com/,拈花湾与灵山胜境毗邻，在灵山胜境的西边，小镇风格仿古，以禅意为主题。一幢幢米色、白色的特色建筑覆盖着青色的大坡顶，门窗和柱子多用木头制成，镇中点缀着小桥流水和园林小景，是特别适合来此度假放松，修身养性的民宿小镇。白天你可以看看禅乐馆、百花堂、妙音台、拈花堂、拈花塔等建筑，逛逛工艺品小店，逛累了可以坐下来吃吃喝喝。晚上可以拍摄拈花湾寂静的夜景，看看拈花湖上奇特的3D水幕电影。步入拈花湾，仿佛进入世外桃源，这里的一切亦梦亦真。拈花湾里还有八景可以游玩，胥山大禅堂、鹿鸣谷、禅心谷、银杏谷、竹溪谷、云门谷、香月花街、优游渔港。每个人都可以在这里找到属于自己的禅意生活方式，修养身心。赶一场大禅堂的“千人上午大禅会”，得到心灵和灵魂的收获；“一花一世界”的香月花街上有百家禅意小店，让你目不暇接、流连忘返；到优游渔港码头吃一顿美餐，体会“游鱼之悠，只有游鱼自知；候鸟之乐，只有候鸟自明”的禅意。,"4/1-10/31 周一-周四,周日 09:00-21:00;4/1-10/31 周五-周六 09:00-21:30;11/1-3/31 周一-周四,周日 09:00-20:30;11/1-3/31 周五-周六 09:00-21:00;中国法定节假日 09:00-21:30",4.6,建议游览时间：12小时 - 3天,120.072047,31.421862
